Tid [h:m:s],Värde
21:39:22,0,255,255,255,255,255,255,255,255,255
21:39:23,0,255,255,255,255,255,255,255,255,255
21:39:24,0,255,255,255,255,255,255,255,255,255
21:39:25,0,255,255,255,255,255,255,255,255,255
21:39:26,1,0,255,255,255,255,255,255,255,255
21:39:27,0,255,255,255,255,255,255,255,255,255
21:39:28,0,255,255,255,255,255,255,255,255,255
21:39:29,0,255,255,255,255,255,255,255,255,255
21:39:30,1,0,255,255,255,255,255,255,255,255
21:39:31,0,255,255,255,255,255,255,255,255,255
21:39:32,0,255,255,255,255,255,255,255,255,255
21:39:33,0,255,255,255,255,255,255,255,255,255
21:39:34,0,255,255,255,255,255,255,255,255,255
21:39:35,1,0,255,255,255,255,255,255,255,255
21:39:37,0,255,255,255,255,255,255,255,255,255
21:39:38,0,255,255,255,255,255,255,255,255,255
21:39:38,0,255,255,255,255,255,255,255,255,255
21:39:39,0,255,255,255,255,255,255,255,255,255
21:39:40,0,255,255,255,255,255,255,255,255,255
21:39:41,0,255,255,255,255,255,255,255,255,255
21:39:43,1,0,255,255,255,255,255,255,255,255
21:39:43,0,255,255,255,255,255,255,255,255,255
21:39:45,0,255,255,255,255,255,255,255,255,255
21:39:46,0,255,255,255,255,255,255,255,255,255
21:39:47,0,255,255,255,255,255,255,255,255,255
21:39:48,0,255,255,255,255,255,255,255,255,255
21:39:49,1,0,255,255,255,255,255,255,255,255
21:39:50,0,255,255,255,255,255,255,255,255,255
21:39:51,0,255,255,255,255,255,255,255,255,255
21:39:52,0,255,255,255,255,255,255,255,255,255
21:39:53,0,255,255,255,255,255,255,255,255,255
21:39:54,0,255,255,255,255,255,255,255,255,255
21:39:55,0,255,255,255,255,255,255,255,255,255
21:39:56,3,0,0,0,0,0,0,255,255,255
21:39:58,0,0,0,0,0,0,255,255,255,255
21:39:59,0,0,0,0,0,255,255,255,255,255
21:40:00,0,0,0,0,255,255,255,255,255,255
21:40:01,0,0,0,255,255,255,255,255,255,255
21:40:03,0,255,255,255,255,255,255,255,255,255
21:40:04,0,255,255,255,255,255,255,255,255,255
21:40:05,0,255,255,255,255,255,255,255,255,255
21:40:06,3,0,0,1,0,0,255,255,255,255
21:40:08,0,0,1,0,0,255,255,255,255,255
21:40:09,0,1,0,0,255,255,255,255,255,255
21:40:10,1,0,0,255,255,255,255,255,0,255
21:40:11,0,0,255,255,255,255,255,255,255,255
21:40:13,0,255,255,255,255,255,255,255,255,255
21:40:14,1,0,255,255,255,255,255,255,255,255
21:40:15,0,255,255,255,255,255,255,255,255,255
21:40:17,0,255,255,255,255,255,255,255,255,255
21:40:17,2,0,255,255,255,255,255,255,255,255
21:40:18,0,255,255,255,255,255,255,255,255,255
21:40:20,0,255,255,255,255,255,255,255,255,255
21:40:21,255,255,255,255,255,255,255,255,255,255
21:47:59,0,255,255,255,255,255,255,255,255,255
21:47:59,0,255,255,255,255,255,255,255,255,255
21:48:00,0,255,255,255,255,255,255,255,255,255
21:48:02,0,255,255,255,255,255,255,255,255,255
21:48:03,1,0,255,255,255,255,255,255,255,255
21:48:04,0,255,255,255,255,255,255,255,255,255
21:48:05,0,255,255,255,255,255,255,255,255,255
21:48:06,0,255,255,255,255,255,255,255,255,255
21:48:06,1,0,255,255,255,255,255,255,255,255
21:48:08,0,255,255,255,255,255,255,255,255,255
21:48:09,0,255,255,255,255,255,255,255,255,255
21:48:10,0,255,255,255,255,255,255,255,255,255
21:48:11,0,255,255,255,255,255,255,255,255,255
21:48:12,1,0,255,255,255,255,255,255,255,255
21:48:13,0,255,255,255,255,255,255,255,255,255
21:48:14,0,255,255,255,255,255,255,255,255,255
21:48:15,0,255,255,255,255,255,255,255,255,255
21:48:17,0,255,255,255,255,255,255,255,255,255
21:48:17,0,255,255,255,255,255,255,255,255,255
21:48:18,0,255,255,255,255,255,255,255,255,255
21:48:20,1,0,255,255,255,255,255,255,255,255
21:48:21,0,255,255,255,255,255,255,255,255,255
21:48:22,0,255,255,255,255,255,255,255,255,255
21:48:23,0,255,255,255,255,255,255,255,255,255
21:48:24,0,255,255,255,255,255,255,255,255,255
21:48:24,0,255,255,255,255,255,255,255,255,255
21:48:26,1,0,255,255,255,255,255,255,255,255
21:48:27,0,255,255,255,255,255,255,255,255,255
21:48:28,0,255,255,255,255,255,255,255,255,255
21:48:29,0,255,255,255,255,255,255,255,255,255
21:48:30,0,255,255,255,255,255,255,255,255,255
21:48:31,0,255,255,255,255,255,255,255,255,255
21:48:32,0,255,255,255,255,255,255,255,255,255
21:48:33,3,0,0,0,0,0,0,255,255,255
21:48:35,0,0,0,0,0,0,255,255,255,255
21:48:36,0,0,0,0,0,255,255,255,255,255
21:48:37,0,0,0,0,255,255,255,255,255,255
21:48:39,0,0,0,255,255,255,255,255,255,255
21:48:39,0,0,255,255,255,255,255,255,255,255
21:48:40,0,255,255,255,255,255,255,255,255,255
21:48:41,0,255,255,255,255,255,255,255,255,255
21:48:42,0,255,255,255,255,255,255,255,255,255
21:48:44,3,0,0,1,0,0,255,255,255,255
21:48:46,0,0,1,0,0,255,255,255,255,255
21:48:47,0,1,0,0,255,255,255,255,255,255
21:48:48,1,0,0,255,255,255,255,255,255,255
21:48:49,0,0,255,255,255,255,255,255,255,255
21:48:50,0,255,255,255,255,255,255,255,255,255
21:48:51,1,0,255,255,255,255,255,255,255,255
21:48:52,0,255,255,255,255,255,255,255,255,255
21:48:53,0,255,255,255,255,255,255,255,255,255
21:48:53,2,0,255,255,255,255,255,255,255,255
21:48:55,0,255,255,255,255,255,255,255,255,255
21:48:56,0,255,255,255,255,255,255,255,255,255
21:48:58,255,255,255,255,255,255,255,255,255,255
